"","Hyllypaikka","Tekijä","Nimeke","Lainojen.lkm.","ISBN.ISSN","Julkaisuvuosi","Vuosi"
"3206","85.22","Bergström, Gunilla.","Lennä, sanoi Mikko Mallikas",477,"951-31-1055-9","1997","2014"
"3207","85.22","Bergström, Gunilla.","Mikko Mallikas ja Mulperi",473,"978-951-31-2747-3","2003","2015"
"3208","85.22","Bergström, Gunilla.","Mikko Mallikas ja Mulperi",539,"978-951-31-2747-3","2003","2014"
"3209","85.22","Bergström, Gunilla.","Mikko Mallikas ja sisukas muurahainen",635,"951-31-3555-1","2006","2014"
"3210","85.22","Bergström, Gunilla.","Mikko Mallikas ja sisukas muurahainen",635,"951-31-3555-1","2006","2015"
"3211","85.22","Bergström, Gunilla.","Mikko Mallikas ja syntymäpäiväkutsut",763,"978-951-31-4823-2","2009","2015"
"3212","85.22","Bergström, Gunilla.","Mikko Mallikas ja syntymäpäiväkutsut",839,"978-951-31-4823-2","2009","2014"
"3213","85.22","Bergström, Gunilla.","Mikko Mallikas on kuningas",720,"978-951-31-6642-7","2012","2015"
"3214","85.22","Bergström, Gunilla.","Mikko Mallikas on kuningas",791,"978-951-31-6642-7","2012","2014"
"3215","85.22","Bergström, Gunilla.","Mikko Mallikas punoo juonia",562,"978-951-31-3843-1","2007","2015"
"3216","85.22","Bergström, Gunilla.","Mikko Mallikas punoo juonia",633,"978-951-31-3843-1","2007","2014"
"3217","85.22","Bergström, Gunilla.","Mikko Mallikas tulee iloiseksi",587,"978-951-31-0395-8","1994","2015"
"3218","85.22","Bergström, Gunilla.","Mikko Mallikas tulee iloiseksi",683,"978-951-31-0395-8","1994","2014"
"3219","85.22","Bergström, Gunilla.","Mikko Mallikkaan parhaat tarinat",722,"978-951-31-7992-2","2014","2015"
"3220","85.22","Bergström, Gunilla.","Näkymätöntä, Mikko Mallikas!",450,"951-31-1309-4","1998","2014"
"3221","85.22","Bergström, Gunilla.","Pelkkiä solmuja, Mikko Mallikas",497,"978-951-31-3844-8","2007","2015"
"3222","85.22","Bergström, Gunilla.","Pelkkiä solmuja, Mikko Mallikas",551,"978-951-31-3844-8","2007","2014"
"3223","85.22","Best friends forever, suomi","Parhaat kamut",454,"978-951-1-28829-9","2015","2015"
"3224","85.22","Brave.","Urhea",461,"978-951-32-3476-8","2012","2015"
"3225","85.22","Brave.","Urhea",507,"978-951-32-3476-8","2012","2014"
"3226","85.22","Buckingham, Matt.","Arkajalka Artturi",439,"978-951-883-542-7","2014","2015"
"3227","85.22","Buckingham, Matt.","Arkajalka Artturi",456,"978-951-883-542-7","2014","2014"
"3228","85.22","But excuse me that is my book","Se on totta vieköön minun kirjani",475,"978-951-0-36199-3","2010","2014"
"3229","85.22","But excuse me that is my book","Se on totta vieköön minun kirjani",511,"978-951-0-36199-3","2010","2015"
"3230","85.22","Butler, M. Christina.","Kaapo Kanin känkkäränkkä",437,"978-951-882-933-4","2009","2015"
"3231","85.22","Butler, M. Christina.","Siilin yökylä",530,"978-951-23-5832-8","2014","2015"
"3232","85.22","Cars storybook collection.","Tähtihetkiä",454,"978-951-32-3083-8","2011","2014"
"3233","85.22","Chiew, Suzanne, kirjoittaja.","Mäyrä ja hirmuinen myrsky",436,"978-951-883-658-5","2015","2015"
"3234","85.22","Child, Lauren.","Himpun verran näkymätön",438,"978-951-0-37830-4","2011","2015"
"3235","85.22","Child, Lauren.","Himpun verran näkymätön",453,"978-951-0-37830-4","2011","2014"
"3236","85.22","Cousins, Lucy, kirjoittaja, taiteilija.","Yksi, kaksi, kolme.. : Maisa osaa laskea",623,"978-951-0-41097-4","2015","2015"
"3237","85.22","Cousins, Lucy.","Maisa käy kirjastossa",499,"978-951-0-30322-1","2005","2015"
"3238","85.22","Cousins, Lucy.","Maisa käy kirjastossa",554,"978-951-0-30322-1","2005","2014"
"3239","85.22","Cousins, Lucy.","Maisa lähtee lomalle",562,"978-951-0-36285-3","2010","2014"
"3240","85.22","Cousins, Lucy.","Maisa lähtee lomalle",568,"978-951-0-36285-3","2010","2015"
"3241","85.22","Cousins, Lucy.","Maisa menee elokuviin",626,"978-951-0-40349-5","2014","2015"
"3242","85.22","Cousins, Lucy.","Maisa menee elokuviin",662,"978-951-0-40349-5","2014","2014"
"3243","85.22","Cousins, Lucy.","Maisa menee päiväkotiin",482,"978-951-0-35049-2","2009","2014"
"3244","85.22","Cousins, Lucy.","Maisa menee yökylään",558,"978-951-0-38994-2","2012","2015"
"3245","85.22","Cousins, Lucy.","Maisa menee yökylään",618,"978-951-0-38994-2","2012","2014"
"3246","85.22","Cousins, Lucy.","Maisa opettelee uimaan",615,"978-951-0-39779-4","2012","2014"
"3247","85.22","Cousins, Lucy.","Maisa opettelee uimaan",708,"978-951-0-39779-4","2012","2015"
"3248","85.22","Cousins, Lucy.","Maisa, Keke ja heiluva hammas",438,"951-0-31510-9","2006","2015"
"3249","85.22","Cousins, Lucy.","Maisa, Keke ja heiluva hammas",470,"951-0-31510-9","2006","2014"
"3250","85.22","Cousins, Lucy.","Maisan kaupunkiloma",570,"978-951-0-37744-4","2011","2015"
"3251","85.22","Cousins, Lucy.","Maisan kaupunkiloma",666,"978-951-0-37744-4","2011","2014"
"3252","85.22","Cunliffe, John.","Postimies Pate : kaksi erikoista pakettia!. 1 /",428,"978-952-6603-83-4","2013","2014"
"3253","85.22","Dale, Penny.","Dinojen pelastuspartio",506,"978-951-883-543-4","2014","2014"
"3254","85.22","Dale, Penny.","Dinojen pelastuspartio",532,"978-951-883-543-4","2014","2015"
"3255","85.22","Dale, Penny.","Dinot vauhdissa",473,"978-951-883-419-2","2013","2014"
"3256","85.22","Donaldson, Julia.","Urhea pikku Mörkyli",460,"951-882-450-9","2004","2014"
"3257","85.22","Duddle, Jonny.","Gigantosaurus",448,"978-951-23-5831-1","2014","2015"
"3258","85.22","Falk, Tanja.","Lumoavat prinsessat : opas prinsessojen maailmaan",436,"978-951-32-3955-8","2014","2015"
"3259","85.22","Forde, Patricia.","Siilit eivät pidä korkeista paikoista",461,"978-951-883-272-3","2011","2015"
"3260","85.22","Forde, Patricia.","Siilit eivät pidä korkeista paikoista",490,"978-951-883-272-3","2011","2014"
"3261","85.22","Freeman, Tor.","Postikoira Pontus : etsi ja löydä",532,"978-951-883-625-7","2014","2015"
"3262","85.22","Fuge, Charles.","Pikku dinojen lentomatka",454,"978-951-883-333-1","2012","2014"
"3263","85.22","Garfield, Todd, kirjoittaja.","Lentsikoiden maailma",532,"978-951-32-3982-4","2014","2015"
"3264","85.22","Gerlings, Rebecca, kirjoittaja.","Jyrin kilpa-auto",515,"978-951-1-28834-3","2015","2015"
"3265","85.22","Handford, Martin, taiteilija, kirjoittaja.","Missä Vallu? : aikamatka",591,"978-951-883-661-5","2015","2015"
"3266","85.22","Handford, Martin.","Missä Vallu? : Hollywood",472,"978-951-883-540-3","2014","2015"
"3267","85.22","Hansen, Carla.","Rasmus Nallen iloinen vuosi",438,"978-951-31-4205-6","2007","2014"
"3268","85.22","Hapka, Catherine, kirjoittaja.","Sofia ensimmäinen : kelluva palatsi",507,"978-951-32-3856-8","2014","2015"
"3269","85.22","Hapka, Catherine, kirjoittaja.","Sofia ensimmäinen : lumotut juhlat",589,"978-951-32-4081-3","2015","2015"
"3270","85.22","Hapka, Catherine.","Kavionkopsetta",431,"978-951-32-3771-4","2013","2014"
"3271","85.22","Harjanne, Maikki.","Eläköön Minttu",442,"978-951-1-22944-5","2008","2015"
"3272","85.22","Harjanne, Maikki.","Minttu ja mummo",636,"978-951-1-24281-9","2010","2015"
"3273","85.22","Harjanne, Maikki.","Minttu ja mummo",638,"978-951-1-24281-9","2010","2014"
"3274","85.22","Harjanne, Maikki.","Minttu ja paras ystävä",501,"978-951-1-26890-1","2013","2015"
"3275","85.22","Harjanne, Maikki.","Minttu ja paras ystävä",588,"978-951-1-26890-1","2013","2014"
"3276","85.22","Harjanne, Maikki.","Minttu morsiusneitona",510,"978-951-1-24734-0","2011","2015"
"3277","85.22","Harjanne, Maikki.","Minttu morsiusneitona",542,"978-951-1-24734-0","2011","2014"
"3278","85.22","Harjanne, Maikki.","Minttu prinsessana",623,"978-951-1-22235-4","2009","2015"
"3279","85.22","Harjanne, Maikki.","Minttu prinsessana",628,"978-951-1-22235-4","2009","2014"
"3280","85.22","Harjanne, Maikki.","Minttu prinsessana",693,"978-951-1-22235-4","01","2013"
"3281","85.22","Harjanne, Maikki.","Minttu urheilee",587,"978-951-1-25427-0","2012","2015"
"3282","85.22","Harjanne, Maikki.","Minttu urheilee",645,"978-951-1-25427-0","2012","2014"
"3283","85.22","Harjanne, Maikki.","Mintun lääkärikirja",444,"978-951-1-28276-1","2014","2014"
"3284","85.22","Harjanne, Maikki.","Mintun lääkärikirja",487,"978-951-1-28276-1","2014","2015"
"3285","85.22","Harjanne, Maikki.","Mintun syntymäpäivät",657,"978-951-1-28057-6","2014","2015"
"3286","85.22","Harjanne, Maikki.","Santtu kiusaa",480,"978-951-1-22448-8","2009","2013"
"3287","85.22","Havukainen, Aino, kirjoittaja, taiteilija.","Tatun ja Patun ihmeellinen joulu",661,"978-951-1-28799-5","2015","2015"
"3288","85.22","Havukainen, Aino.","Tatu ja Patu Helsingissä",732,"951-1-18984-0","2003","2015"
"3289","85.22","Havukainen, Aino.","Tatu ja Patu Helsingissä",1012,"951-1-18984-0","2003","2014"
"3290","85.22","Havukainen, Aino.","Tatu ja Patu Helsingissä",1508,"978-951-1-26284-8","2012","2014"
"3291","85.22","Havukainen, Aino.","Tatu ja Patu Helsingissä",1867,"978-951-1-26284-8","2012","2015"
"3292","85.22","Havukainen, Aino.","Tatu ja Patu päiväkodissa",2207,"978-951-1-19658-7","2004","2014"
"3293","85.22","Havukainen, Aino.","Tatu ja Patu päiväkodissa",2396,"978-951-1-19658-7","2004","2015"
"3294","85.22","Havukainen, Aino.","Tatu ja Patu supersankareina",2285,"978-951-1-24541-4","2010","2014"
"3295","85.22","Havukainen, Aino.","Tatu ja Patu supersankareina",2416,"978-951-1-24541-4","2010","2015"
"3296","85.22","Havukainen, Aino.","Tatun ja Patun avaruusseikkailu",2364,"978-951-1-25460-7","2011","2014"
"3297","85.22","Havukainen, Aino.","Tatun ja Patun avaruusseikkailu",2478,"978-951-1-25460-7","2011","2015"
"3298","85.22","Havukainen, Aino.","Tatun ja Patun kummat keksinnöt kautta aikojen",2571,"978-951-1-27544-2","2013","2014"
"3299","85.22","Havukainen, Aino.","Tatun ja Patun kummat keksinnöt kautta aikojen",2762,"978-951-1-27544-2","2013","2015"
"3300","85.22","Havukainen, Aino.","Tatun ja Patun oudot aakkoset",1746,"978-951-1-23687-0","2009","2014"
"3301","85.22","Havukainen, Aino.","Tatun ja Patun oudot aakkoset",1966,"978-951-1-23687-0","2009","2015"
"3302","85.22","Havukainen, Aino.","Tatun ja Patun oudot kojeet",1801,"951-1-20084-4","2005","2014"
"3303","85.22","Havukainen, Aino.","Tatun ja Patun oudot kojeet",2123,"978-951-1-20084-0","2005","2015"
"3304","85.22","Havukainen, Aino.","Tatun ja Patun outo unikirja",1725,"978-951-1-22673-4","2008","2014"
"3305","85.22","Havukainen, Aino.","Tatun ja Patun outo unikirja",2074,"978-951-1-22673-4","2008","2015"
"3306","85.22","Havukainen, Aino.","Tatun ja Patun Suomi",2115,"978-951-1-21915-6","2007","2014"
"3307","85.22","Havukainen, Aino.","Tatun ja Patun Suomi",2218,"978-951-1-21915-6","2007","2015"
"3308","85.22","Havukainen, Aino.","Veera ja maatalon eläimet",1282,"951-1-17448-7","2001","2014"
"3309","85.22","Havukainen, Aino.","Veera ja maatalon eläimet",1304,"951-1-17448-7","2001","2015"
"3310","85.22","Havukainen, Aino.","Veera ja menopelit",942,"951-1-16562-3","2000","2015"
"3311","85.22","Havukainen, Aino.","Veera ja menopelit",1080,"951-1-16562-3","2000","2014"
"3312","85.22","Havukainen, Aino.","Veera lääkärissä",586,"978-951-1-26046-2","2012","2015"
"3313","85.22","Havukainen, Aino.","Veera lääkärissä",615,"978-951-1-26046-2","2012","2014"
"3314","85.22","Havukainen, Aino.","Veera lääkärissä",965,"951-1-16018-4","1999","2015"
"3315","85.22","Havukainen, Aino.","Veera lääkärissä",1068,"951-1-16018-4","1999","2014"
"3316","85.22","Havukainen, Aino.","Veeran keittiöpuuhat",427,"978-951-1-28003-3","2014","2014"
"3317","85.22","Havukainen, Aino.","Veeran keittiöpuuhat",456,"978-951-1-28003-3","2014","2015"
"3318","85.22","Havukainen, Aino.","Veeran keittiöpuuhat",1219,"951-1-18221-8","2002","2015"
"3319","85.22","Havukainen, Aino.","Veeran keittiöpuuhat",1237,"951-1-18221-8","2002","2014"
"3320","85.22","Heimonen, Satu, kirjoittaja.","Täyttä laukkaa! : opas ponien maailmaan",536,"978-951-32-4082-0","2015","2015"
"3321","85.22","Hill, Eric, kirjoittaja, taiteilija.","Puppe ja yllätyslahja",586,"978-951-1-24199-7","2010","2014"
"3322","85.22","Hill, Eric, kirjoittaja, taiteilija.","Puppe ja yllätyslahja",761,"978-951-1-24199-7","2010","2015"
"3323","85.22","Hill, Eric.","Hyvää yötä, Puppe",524,"978-951-1-23642-9","2009","2015"
"3324","85.22","Hill, Eric.","Hyvää yötä, Puppe",579,"978-951-1-23642-9","2009","2014"
"3325","85.22","Hill, Eric.","Missä Puppe piileksii?",516,"978-951-1-24198-0","2009","2015"
"3326","85.22","Hill, Eric.","Missä Puppe piileksii?",565,"978-951-1-24198-0","2009","2014"
"3327","85.22","Hill, Eric.","Mitä Puppe näkee?",494,"978-951-1-26480-4","2012","2014"
"3328","85.22","Hill, Eric.","Mitä Puppe näkee?",494,"978-951-1-26480-4","2012","2015"
"3329","85.22","Hill, Eric.","Puppe leipoo",448,"951-1-13385-3","1994","2014"
"3330","85.22","Hill, Eric.","Puppe menee juhliin",444,"951-1-12330-0","1992","2015"
"3331","85.22","Hill, Eric.","Puppe menee juhliin",501,"951-1-12330-0","1992","2014"
"3332","85.22","Hill, Eric.","Puppe mummolassa",461,"951-1-14401-4","1996","2015"
"3333","85.22","Hill, Eric.","Puppe mummolassa",516,"951-1-14401-4","1996","2014"
"3334","85.22","Hill, Eric.","Puppe osaa laskea",564,"951-1-16277-2","1999","2015"
"3335","85.22","Hill, Eric.","Puppe osaa laskea",637,"951-1-16277-2","1999","2014"
"3336","85.22","Hill, Eric.","Puppe saa pikkusiskon",753,"951-1-10827-1","1989","2015"
"3337","85.22","Hill, Eric.","Puppe saa pikkusiskon",809,"951-1-10827-1","1989","2014"
"3338","85.22","Hill, Eric.","Puppe sirkuksessa",554,"951-1-09034-8","1987","2015"
"3339","85.22","Hill, Eric.","Puppe sirkuksessa",621,"951-1-09034-8","1987","2014"
"3340","85.22","Holt, Anne.","1222",495,"978-951-20-7725-0","01","2013"
"3341","85.22","Hubery, Julia.","Aapo tulee apuun",457,"978-951-883-500-7","2013","2014"
"3342","85.22","Huovi, Hannele.","Urpo, Turpo ja hirveä Irvisaurus",517,"978-951-31-7143-8","2013","2015"
"3343","85.22","Huovi, Hannele.","Urpo, Turpo ja hirveä Irvisaurus",615,"978-951-31-7143-8","2013","2014"
"3344","85.22","Jalo, Merja.","Luostarin aaveet",538,"978-951-0-38465-7","01","2012"
"3345","85.22","Jansson, Tove, kirjoittaja.","Muumit Rivieralla",445,"978-951-0-40853-7","2014","2015"
"3346","85.22","Jansson, Tove.","Kuinkas sitten kävikään?",426,"951-0-08687-8","1987","2014"
"3347","85.22","Jansson, Tove.","Kuka lohduttaisi Nyytiä?",488,"951-0-08288-0","1979","2014"
"3348","85.22","Jansson, Tove.","Vaarallinen matka",429,"978-951-0-08186-0","1977","2014"
"3349","85.22","Jennings, Sharon.","Franklin haluaa olla iso",495,"978-951-31-5339-7","2011","2015"
"3350","85.22","Jennings, Sharon.","Franklin haluaa olla iso",547,"978-951-31-5339-7","2011","2014"
"3351","85.22","Jokinen, Seppo.","Hiirileikki",931,"978-951-23-4774-2","2013","2013"
"3352","85.22","Kaarla, Riina, kirjoittaja, taiteilija.","Täältä tulee Pikku Myy : merten hurjapäät",573,"978-951-31-7780-5","2015","2015"
"3353","85.22","Kaarla, Riina.","Missä kissa, Muumimamma?",446,"978-951-31-6991-6","2012","2014"
"3354","85.22","Kaarla, Riina.","Muumipeikko eksyy : luukkukirja!",444,"978-951-31-5069-3","2009","2014"
"3355","85.22","Kaarla, Riina.","Muumipeikko lentää : luukkukirja!",457,"978-951-31-7117-9","2013","2015"
"3356","85.22","Kaarla, Riina.","Muumipeikko lentää : luukkukirja!",516,"978-951-31-7117-9","2013","2014"
"3357","85.22","Kaarla, Riina.","Muumipeikko seilaa : luukkukirja!",443,"978-951-31-5958-0","2011","2014"
"3358","85.22","Kaarla, Riina.","Täältä tulee Pikku Myy : Muumipeikon talo",679,"978-951-31-6995-4","2013","2015"
"3359","85.22","Kaarla, Riina.","Täältä tulee Pikku Myy : Muumipeikon talo",685,"978-951-31-6995-4","2013","2014"
"3360","85.22","Kaarla, Riina.","Täältä tulee Pikku Myy : villit vieraat",574,"978-951-31-6265-8","2011","2015"
"3361","85.22","Kaarla, Riina.","Täältä tulee Pikku Myy : villit vieraat",636,"978-951-31-6265-8","2011","2014"
"3362","85.22","Kaarla, Riina.","Yllätys kasvimaalla, Muumipappa!",465,"978-951-31-6994-7","2012","2014"
"3363","85.22","Kanto, Anneli, kirjoittaja.","Virtasen lapset ja pentu",685,"978-951-23-5911-0","2015","2015"
"3364","85.22","Kanto, Anneli.","Paavo Virtanen ja pimeys",577,"978-951-23-5777-2","2014","2014"
"3365","85.22","Kanto, Anneli.","Paavo Virtanen ja pimeys",630,"978-951-23-5777-2","2014","2015"
"3366","85.22","Kanto, Anneli.","Paavo Virtanen ja tyttöjen tavarat",515,"978-951-23-5431-3","2011","2015"
"3367","85.22","Kanto, Anneli.","Paavo Virtanen ja tyttöjen tavarat",521,"978-951-23-5431-3","2011","2014"
"3368","85.22","Kanto, Anneli.","Perttu Virtanen ja kauhea kateus",621,"978-951-23-5603-4","2012","2015"
"3369","85.22","Kanto, Anneli.","Perttu Virtanen ja kauhea kateus",628,"978-951-23-5603-4","2012","2014"
"3370","85.22","Kanto, Anneli.","Veera Virtanen ja esikoulu",719,"978-951-23-5657-7","2013","2015"
"3371","85.22","Kanto, Anneli.","Veera Virtanen ja esikoulu",740,"978-951-23-5657-7","2013","2014"
"3372","85.22","Kanto, Anneli.","Vilma Virtanen ja uimataito",694,"978-951-23-5291-3","2011","2014"
"3373","85.22","Kanto, Anneli.","Vilma Virtanen ja uimataito",713,"978-951-23-5291-3","2011","2015"
"3374","85.22","KilBride, Sarah.","Hopea : lumimaan taikaponi",473,"978-951-23-5465-8","2012","2014"
"3375","85.22","KilBride, Sarah.","Hopea : lumimaan taikaponi",490,"978-951-23-5465-8","2012","2015"
"3376","85.22","KilBride, Sarah.","Neptunus : meren taikaponi",458,"978-951-23-5588-4","2012","2014"
"3377","85.22","KilBride, Sarah.","Neptunus : meren taikaponi",463,"978-951-23-5588-4","2012","2015"
"3378","85.22","KilBride, Sarah.","Tähdikki : aavikon taikaponi",434,"978-951-23-5589-1","2012","2015"
"3379","85.22","KilBride, Sarah.","Tähdikki : aavikon taikaponi",450,"978-951-23-5589-1","2012","2014"
"3380","85.22","Kirkkopelto, Katri.","Molli",429,"978-952-288-019-2","2013","2014"
"3381","85.22","Kirkkopelto, Katri.","Molli",470,"978-952-288-019-2","2013","2015"
"3382","85.22","Kirkkopelto, Katri.","Oona ja Eetu : ei hätää!",434,"978-952-288-018-5","2013","2014"
"3383","85.22","Knapman, Timothy, kirjoittaja.","Hirviö tuli taloon!",439,"978-951-883-657-8","2015","2015"
"3384","85.22","Knutsson, Gösta.","Pekka Töpöhännän laivaretki",657,"951-20-3969-9","2000","2014"
"3385","85.22","Knutsson, Gösta.","Pekka Töpöhännän laivaretki",712,"951-20-3969-9","2000","2015"
"3386","85.22","Knutsson, Gösta.","Pekka Töpöhännän ystävä",560,"951-20-3977-X","2000","2015"
"3387","85.22","Knutsson, Gösta.","Pekka Töpöhännän ystävä",574,"951-20-3977-X","2000","2014"
"3388","85.22","Knutsson, Gösta.","Pekka Töpöhäntä teatterissa",705,"951-20-3982-6","2001","2014"
"3389","85.22","Knutsson, Gösta.","Pekka Töpöhäntä teatterissa",738,"951-20-3982-6","2001","2015"
"3390","85.22","Knutsson, Gösta.","Pekka Töpöhäntä tivolissa",697,"951-20-3975-3","1992","2014"
"3391","85.22","Knutsson, Gösta.","Pekka Töpöhäntä tivolissa",730,"951-20-3975-3","1992","2015"
"3392","85.22","Koivisto, Jari, taiteilija, kirjoittaja.","Miina ja Manu : numeroaapinen",507,"978-951-866-891-9","2015","2015"
"3393","85.22","Koivisto, Jari.","Miina ja Manu : kaupunkikierros",587,"978-951-866-884-1","2014","2015"
"3394","85.22","Koivisto, Jari.","Miina ja Manu : talvirieha",526,"978-951-866-830-8","2012","2015"
"3395","85.22","Koivisto, Jari.","Miina ja Manu Ahdin valtakunnassa",526,"978-951-866-829-2","2012","2015"
"3396","85.22","Koivisto, Jari.","Miina ja Manu Ahdin valtakunnassa",576,"978-951-866-829-2","2012","2014"
"3397","85.22","Koivisto, Jari.","Miina ja Manu kaupungin kesässä",492,"978-951-866-761-5","2009","2014"
"3398","85.22","Koivisto, Jari.","Miina ja Manu koulutiellä",438,"978-951-866-781-3","2010","2014"
"3399","85.22","Koivisto, Jari.","Miina ja Manu puutarhassa",457,"978-951-866-796-7","2011","2014"
"3400","85.22","Koivisto, Jari.","Miina ja Manu reissussa",511,"978-951-866-851-3","2013","2015"
"3401","85.22","Koivisto, Jari.","Miina ja Manu reissussa",565,"978-951-866-851-3","2013","2014"
"3402","85.22","Koivisto, Jari.","Miina ja Manu reporttereina",447,"978-951-866-820-9","2012","2015"
"3403","85.22","Koivisto, Jari.","Miina ja Manu reporttereina",517,"978-951-866-820-9","2012","2014"
"3404","85.22","Koivisto, Jari.","Miina ja Manu yökylässä",574,"978-951-866-878-0","2014","2014"
"3405","85.22","Koivisto, Jari.","Miina ja Manu yökylässä",635,"978-951-866-878-0","2014","2015"
"3406","85.22","Koivisto, Jari.","Salaperäinen lentäjä",563,"978-951-866-802-5","2011","2015"
"3407","85.22","Koivisto, Jari.","Salaperäinen lentäjä",609,"978-951-866-802-5","2011","2014"
"3408","85.22","Korolainen, Tuula.","Kissa Killin kiukkupussi",437,"978-951-31-3896-7","2007","2015"
"3409","85.22","Korolainen, Tuula.","Kissa Killin kiukkupussi",532,"978-951-31-3896-7","2007","2014"
"3410","85.22","Korolainen, Tuula.","Muumien värikäs päivä",443,"978-951-31-5973-3","2011","2015"
